KODE,NAMA_PRODUK,LOKASI,QTY_STOK,UNIT,TAHUN
P0000027,POLYSILANE TAB,ETL1,21.0,STRIP,2022
P00000278,PROBABY LOTION 100ML,ETL5A,1.0,BOTOL,2022
P0000028,PONSTAN 500MG,RAK1,57.0,TABLET,2022
P0000030,PRENAGEN ESENSIS CKLT 180G,ETL5A,1.0,BOX,2022
P0000031,PRENAGEN ESENSIS VNLA 180G,ETL5A,1.0,BOX,2022
P0000032,PRENAGEN LACTAMOM CKLT 200G,ETL5A,1.0,BOX,2022
P0000033,PRENAGEN LACTAMOM VNLA 200G,ETL5A,1.0,BOX,2022
P0000034,PRENAGEN MOMMY CKLT 200G,ETL5A,2.0,BOX,2022
P0000036,PRENAGEN MOMMY EMESIS PLAIN 200G,ETL5A,2.0,BOX,2022
P0000037,PRENAGEN MOMMY VNLA 200G,ETL5A,1.0,BOX,2022
P0000041,PROCOLD,ETL1,31.0,STRIP,2022
P0000043,PROMAG,ETL1,42.0,STRIP,2022
P0000044,PRONICY 4MG,RAK1,70.0,TABLET,2022
P0000045,PRORIS,ETL3A,5.0,BOTOL,2022
P0000046,PUYER 16 (ASP-16),ETL1,252.0,SACHET,2022
P0000047,PYREXIN SYR 60ML,ETL3A,7.0,BOTOL,2022
P0000048,PERMEN ANTANGIN,ETL2,1537.0,PCS,2022
P0000052,PRORIS FORTE,ETL3A,4.0,BOTOL,2022
P0000053,KOTAK P3K,ETL3B,3.0,KOTAK,2022
P0000058,PARATUSIN SYR,ETL3A,4.0,BOTOL,2022
P0000059,PARACETAMOL SYR ERRITA,ETL3A,1.0,BOTOL,2022
P0000061,PARFUM 10k,ETL1,50.0,BOTOL,2022
P0000062,PARACETIN SYR,ETL3A,3.0,BOTOL,2022
P0000066,PRAXION SYR,ETL3A,4.0,BOTOL,2022
P0000067,POLIDENT 60GR,ETL2,6.0,TUBE,2022
P0000068,POLAR BEAR (K),ETL2,3.0,BOTOL,2022
P0000070,PARCOK AIR MANCUR (K),ETL2,3.0,BOTOL,2022
P0000073,POT PLASTIK,LOKER,10.0,PCS,2022
P0000074,PRAXION FORTE,RAK4,3.0,BOTOL,2022
P0000081,PKS,RAK3,12.0,TUBE,2022
P0000083,PEMBERSIH TELINGA,ETL5B,3.0,PCS,2022
P0000085,PRENAGEN ESENSIS COKLAT 360G,ETL5A,1.0,DUS,2022
P0000086,PLANTACID SUSP,ETL1,3.0,BOTOL,2022
P0000087,PLANTACID FORTE SUSP,ETL1,2.0,BOTOL,2022
P0000089,PROCOLD FLU & BATUK,ETL1,26.0,STRIP,2022
P0000090,PROMAG SUSPENSI,ETL1,96.0,SACHET,2022
P0000091,PRAXION DROP,ETL3A,2.0,BOTOL,2022
P0000093,PIROXICAM 10MG TABLET,RAK2,41.0,STRIP,2022
P0000094,PIROXICAM 20MG TABLET,RAK2,39.0,STRIP,2022
P0000099,PARAMEX FLU DAN BATUK,ETL1,6.0,STRIP,2022
P00001,PD GLOVES NON STERIL,ETL5B,1074.0,PCS,2022
P0000100,POLIDENT 15GR,ETL2,8.0,TUBE,2022
P0000102,PYREXIN TAB,ETL1,11.0,STRIP,2022
P0000103,PAGODA PASTILLES MINT 20GR,ETL2,4.0,POT,2022
P0000105,PRENAGEN ESENSIS VANILLA 360GR,ETL5A,1.0,DUS,2022
P0000106,PROLACTA DHA BABY,ETL5A,48.0,BUTIR,2022
P0000108,POLYCROL GEL,ETL1,2.0,BOTOL,2022
P0000111,PARASOL CR 20GR (WAJAH),ETL2,2.0,TUBE,2022
P0000113,KOTAK P3K MOBIL,ETL3B,3.0,PCS,2022
P0000115,PARFUM 5k,ETL1,36.0,BOTOL,2022
P0000116,PURE BABY RASH CR 50,ETL2,1.0,PCS,2022
P0000117,PURE KIDS INHALANT OIL 10ML,ETL2,2.0,BOTOL,2022
P0000118,PROLACTA DHA MOTHER,ETL5A,30.0,KAPSUL,2022
P0000119,POLYCROL FORTE TAB,ETL1,22.0,STRIP,2022
P0000120,PACDIN BABY COUGH,ETL3A,5.0,BOTOL,2022
P0000121,PRORIS TRIPLE ACTION,ETL1,24.0,STRIP,2022
P0000122,PERBAN ELASTIS 15CM,ETL3B,5.0,PCS,2022
P0000123,PERBAN ELASTIS 7.5CM,ETL3B,5.0,PCS,2022
P0000124,XEPAMOL TAB,ETL1,8.0,STRIP,2022
P0000127,PREGCY CHECK,ETL3B,3.0,BOX,2022
P0000131,PROPEPSA 100ML,RAK4,2.0,BOTOL,2022
P0000134,PIM TRA COLD CHERRY,ETL3A,12.0,BOTOL,2022
P0000136,PISPOT COWOK + TUTUP,ETL5B,1.0,PCS,2022
P0000137,PISPOT TANPA TUTUP,ETL5B,4.0,PCS,2022
P0000143,PRONTO,RAK1,7.0,STRIP,2022
P0000145,PONDEX FORTE TAB,RAK1,29.0,STRIP,2022
P0000147,PLANTACID FORTE TAB,ETL1,10.0,STRIP,2022
P0000149,PAGODA LIQUORICE 20GR,ETL2,13.0,POT,2022
P0000150,TEENS PAGODA STRAW-VAN,ETL2,4.0,POT,2022
P0000156,PAMPERS MAMY POKO,ETL5B,7.0,PACK,2022
P0000160,PROSTAKUR KAP,ETL5A,6.0,STRIP,2022
P0000162,PAGODA SALEP 10GR,ETL2,6.0,POT,2022
P0000165,PARFUM AR-ROIHAN,ETL1,31.0,BOTOL,2022
P0000166,PARFUM SPRAY AR-ROIHAN,ETL1,26.0,BOTOL,2022
P0000168,PISPOT BAB,ETL5B,1.0,PCS,2022
P0000171,PROTAGENTA,ETL2,2.0,STRIP,2022
P0000175,PROPYLTHIOURACIL (PTU),RAK2,4.0,STRIP,2022
P0000176,PROPANOLOL 10MG,RAK2,10.0,STRIP,2022
P0000183,PERBAN METERAN,ETL3B,5.0,POTONG,2022
P0000184,PRENAGEN MOMMY EMESIS CKLT 400GR,ETL5A,1.0,BOX,2022
P0000186,PERBAN 15CM,ETL3B,114.0,ROLL,2022
P0000189,PARAMEX NYERI OTOT,ETL1,28.0,STRIP,2022
P0000190,PAGODA PASTILES 10 G,ETL2,4.0,PCS,2022
P0000197,POLOFAR PLUS,RAK1,16.0,STRIP,2022
P0000200,POLYDEX 5ML,RAK4,1.0,BOTOL,2022
P0000205,PIMACOLIN BABY SYR,ETL3A,3.0,BOTOL,2022
P0000208,PASABA SYR 60ML,ETL3A,2.0,BOTOL,2022
P0000215,PACETIK 500MG,ETL1,35.0,STRIP,2022
P0000216,PACETIK SYR,ETL3A,1.0,BOTOL,2022
P0000218,PIL KITA CAIR,ETL1,29.0,SACHET,2022
P0000221,PARAFLU TAB,ETL1,14.0,STRIP,2022
P0000222,PURBASARI SABUN SIRIH NATURAL 60ML,ETL5B,2.0,BOTOL,2022
P0000224,PURBASARI SS ROMANTIC 60ML,ETL5B,4.0,BOTOL,2022
P0000233,PARFUM CAHAYA,ETL1,10.0,BOTOL,2022
P0000234,PERBAN ELASTIS 10CM,ETL3B,3.0,PCS,2022
P0000235,PLOSSA EUCALYPTUS,ETL2,10.0,PCS,2022
P0000237,PAINKILA CR 15GR,ETL2,1.0,TUBE,2022
P0000238,PERMETHRINE 15GR,RAK3,3.0,TUBE,2022
P0000244,PAGODA PASTILES 35G,ETL2,1.0,PCS,2022
P0000245,EXECUTIVE PARFUME,ETL1,10.0,BOTOL,2022
P0000255,PROMAG SUSPENSI BTL 60ML,ETL1,5.0,BOTOL,2022
P0000256,PLOSSA MINI HOT,ETL2,7.0,PCS,2022
P0000257,PLOSSA MINI EUCALYPTUS,ETL2,4.0,PCS,2022
P0000258,PURE BABY WARMING OIL 60ML,ETL2,1.0,PCS,2022
P0000260,PIPET DROP,ETL3B,7.0,PCS,2022
P0000261,PURE KIDS FEVER FREE,ETL5B,6.0,PCS,2022
P0000272,PRIMA PROTECT HAND SANITIZER 5L,ETL3B,1.0,DRIGEN,2022
P0000275,PROBABY BATH ANISE OIL 200ML,ETL5B,2.0,BOTOL,2022
P0000277,PROBABY BATH BODY&HAIR 100ML,ETL5B,2.0,BOTOL,2022
P0000289,PERMETHRIN 30G,RAK3,2.0,TUBE,2022
P0000856,SALEP KEMBANG BULAN,ETL2,13.0,POT,2022
P0000963,PARACETAMOL BOTOL,ETL1,10.0,BOTOL,2022
P0000964,PARACETAMOL ERITA TAB,ETL1,17.0,STRIP,2022
P0000966,PRIMOLUT N TAB 30S,RAK4,41.0,TABLET,2022
P0000970,PURE BABY H&M ORANGE OIL 10S,ETL5B,1.0,PCS,2022
P0000972,PARAFLU SYR 60ML,ETL3A,9.0,BOTOL,2022
P0000974,PROKIDS GUMMY JERUK,ETL2,1.0,SACHET,2022
P0000976,PROKIDS GUMMY STRAW,ETL2,2.0,PCS,2022
P0000977,PURE KIDS AISE BELLY 60ML,ETL2,1.0,BOTOL,2022
P0000978,PURE KIDS AISE BELLY SACHET,ETL2,5.0,SACHET,2022
P0000979,PRIMAQUINE 15MG,RAK2,16.0,STRIP,2022
P000098,PASABA COUGH & FLU,ETL3A,3.0,BOTOL,2022
P0000980,POTAFLAM TAB,RAK1,23.0,STRIP,2022
P0000981,PROSIX 10MG,ETL1,6.0,STRIP,2022
P0000982,PRIMADEX TAB,RAK1,3.0,STRIP,2022
P0000983,PURE BB LOTION 80ML,ETL2,2.0,BOTOL,2022
P0000984,PURE BB LIQUID SOAP 80ML,ETL5B,1.0,BOTOL,2022
P0000987,PRIMADEX FORTE TAB,RAK1,10.0,STRIP,2022
P0000988,POLYSILANE SUSP 180ML,ETL1,2.0,BOTOL,2022
P0000989,PARAFEN TAB,ETL1,16.0,STRIP,2022
P0000990,PROWASIR HERBAL,ETL2,1.0,BOTOL,2022
P0000992,PEGAL LINU KOMPLIT,ETL2,23.0,PCS,2022
P0000993,PD TULLE,KULKAS,16.0,PCS,2022
P0000994,PANDA WATER BTL 400ML YOUNG YOUNG,ETL5B,1.0,PCS,2022
P0000995,PLOSSA SACHET PANASIN 4ML,ETL2,33.0,SACHET,2022
P0000996,PLOSSA MINI CITRUS  4ML,ETL2,1.0,BOTOL,2022
P0000997,PIZOLON CREAM 5GR,RAK3,3.0,TUBE,2022
P0000998,PURE KIDS ITCHY CREAM 15GR,ETL2,1.0,TUBE,2022
P0000999,PURBASARI MINYAK ZAITUN 75ML,ETL2,2.0,BOTOL,2022
P000159,PAMPERS SENSI DRY NB,ETL5A,2.0,PCS,2022
P000160,PAMPERS SENSI GOPANTS L-4,ETL5A,1.0,PCS,2022
P000161,PAMPERS SENSI DRY PANTS L10,ETL5A,1.0,PCS,2022
P000162,PAMPERS SENSI DRY PANT S 10,ETL5A,2.0,PACK,2022
P000246,PARFUM AZIS SPRAY,ETL1,8.0,BOTOL,2022
P000247,PARFUM AZIS ROLL,ETL1,12.0,BOTOL,2022
P000248,PARFUM ZF,ETL1,1.0,BOTOL,2022
P000323,PRENAGEN LOVA STRAW 120G,ETL5A,1.0,BOX,2022
P00098,PHENACOLD EXP 60ML,ETL3A,3.0,BOTOL,2022
R0000001,RANITIDINE 150MG,RAK2,13.0,STRIP,2022
R0000003,REDOXON EFF ORANGE,ETL3A,4.0,TUBE,2022
R0000004,RENABETIC 5 MG,RAK1,200.0,TABLET,2022
R00000079,RHINOFED SYR 60ML,ETL3A,2.0,SYR,2022
R000001,RAMAFLU TAB,ETL1,13.0,STRIP,2022
R0000010,RHINOS SR 5X10'S,RAK1,36.0,KAPSUL,2022
R00000100,RELIABLE COTTON BUDS BABY 100'S,ETL5B,2.0,BOTOL,2022
R00000102,RELIABLE COTTON BUDS DWS REFFIL  60'S,ETL5B,5.0,PCS,2022
R0000013,RODECA TALK,ETL3B,2.0,BOTOL,2022
R0000014,ROHTO,ETL2,8.0,BOTOL,2022
R0000015,ROHTO COOL,ETL2,18.0,BOTOL,2022
R0000054,RETICOR 0.05 CR,RAK3,1.0,TUBE,2022
R0000055,RIVANOL SOL 100ML,ETL3B,13.0,BOTOL,2022
R0000065,RIVANOL SOL 300ML,ETL3B,6.0,BOTOL,2022
R0000068,REFAQUIN 15GR,RAK3,1.0,TUBE,2022
R0000072,RESIK V MANJAKANI 90ML,ETL5B,1.0,BOTOL,2022
R0000073,RENOVIT GOLD 30,ETL1,1.0,BOTOL,2022
R0000078,RHINOFED TAB,RAK1,60.0,TABLET,2022
R0000080,ROHTO EYE  FLUSH,ETL2,2.0,BOTOL,2022
R0000081,RESIK V MANJAKANI 50ML,ETL5B,2.0,BOTOL,2022
R0000083,RENOVIT GOLD,ETL1,3.0,STRIP,2022
R0000085,RESIK V MANJAKANI WHITENING 90ML,ETL5B,2.0,BOTOL,2022
R0000087,RHINOS NEO DROP 10ML,ETL3A,9.0,BOTOL,2022
R0000088,RHINOS JUNIOR SYR 60ML,ETL3A,5.0,BOTOL,2022
R0000089,REMAFAR,RAK1,20.0,STRIP,2022
R0000090,RANACID FORTE TAB,ETL1,10.0,STRIP,2022
R0000091,RENAX KAP,ETL5A,29.0,KAPSUL,2022
R0000094,ROVERTON SYR,RAK4,5.0,BOTOL,2022
R0000095,ROVERTON TAB,RAK1,4.0,STRIP,2022
R0000098,REXCOF PLUS,ETL3A,3.0,BOTOL,2022
R0000100,RELIABLE BABY FINGER,ETL5B,2.0,PCS,2022
R0000101,RELIABLE SILICONE GEPENG,ETL5B,2.0,PCS,2022
R0000102,RELIABLE COTTON BUDS DWS REFFIL 100'S,ETL5B,12.0,PCS,2022
R0000103,RELIABLE COTTON BUDS BABY REFIL 125'S,ETL5B,11.0,PCS,2022
R0000111,RENOVIT 30'S,ETL1,1.0,BOTOL,2022
R0000114,"RELIABLE COTTON BUDS BABY REFFIL 75""S",ETL5B,12.0,PCS,2022
R0000115,REXAVIN 125MG,RAK1,9.0,STRIP,2022
R0000116,REGULATOR OXYGEN,ETL4,1.0,PCS,2022
R0000117,REDOXON VITAMIN C,ETL1,8.0,STRIP,2022
R0000118,RECOVIT SYR,ETL4,1.0,BOTOL,2022
R0000119,ROSUVASTATIN 10MG,RAK2,2.0,STRIP,2022
R0000120,REFAQUIN 10G,RAK3,1.0,TUBE,2022
R0000122,ROSUVASTATIN 20MG TAB,RAK2,1.0,STRIP,2022
R0000124,REXAVIN 500MG TAB,RAK1,2.0,STRIP,2022
R0000125,REDOXON KIDS VITAMIN C,ETL5B,2.0,BOTOL,2022
R0000126,RELIABLE EMPENG FRUIT,ETL5B,3.0,PCS,2022
R0000128,RAMABION KAPSUL,ETL1,10.0,STRIP,2022
R0000129,RAMAGESIC,ETL1,10.0,STRIP,2022
R0000130,RODECA LOTION 60ML,ETL3B,3.0,BOTOL,2022
R0000131,RODECA POWDER 100GR,ETL3B,2.0,BOTOL,2022
R0000143,ROHTO V EXTRA,ETL2,6.0,BOTOL,2022
R00025,RELIABLE DOT 50ML,ETL5B,1.0,BOTOL,2022
R00265,RELIABLE WATER TEETHER (B),ETL5B,3.0,PCS,2022
S0000001,SAFE CARE,ETL2,21.0,BOTOL,2022
S0000003,SAKATONIK ABC ANGGUR,ETL4,3.0,BOTOL,2022
S0000004,SAKATONIK ABC JERUK,ETL4,4.0,BOTOL,2022
S0000005,SAKATONIK ABC STRAW,ETL4,3.0,BOTOL,2022
S0000006,SAKATONIK LIVER 100ML,ETL3A,4.0,BOTOL,2022
S0000007,SAKATONIK LIVER 310ML,ETL3A,3.0,BOTOL,2022
S0000008,SALBUTAMOL 2MG,RAK2,37.0,STRIP,2022
S0000009,SALBUTAMOL 4MG,RAK2,32.0,STRIP,2022
S000001,SAMTACID TAB,ETL1,17.0,STRIP,2022
S0000012,SALEP 88,ETL2,21.0,POT,2022
S0000013,SALEP ICHTYOL 15GR,ETL2,22.0,POT,2022
S00000154,SELANG OKSIGEN+MASKER,ETL3B,1.0,PCS,2022
S0000016,SALONPAS GEL 30GR,ETL2,1.0,TUBE,2022
S0000017,SALONPAS GEL KECIL,ETL2,2.0,TUBE,2022
S0000019,SALONPAS HOT,ETL2,9.0,PCS,2022
S0000020,SALYCIL TALK (KF),ETL3B,11.0,POT,2022
S0000022,SANAFLU,ETL1,26.0,STRIP,2022
S0000023,SANGOBION (10),ETL1,13.0,STRIP,2022
S00000233,SARI KURMA TJ 250GR,ETL2,3.0,BOTOL,2022
S0000024,SANGOBION (4),ETL1,9.0,STRIP,2022
S0000025,SANMOL DROP,ETL3A,8.0,BOTOL,2022
S00000255,SILADEX FLU 60ML,ETL3A,6.0,BOTOL,2022
S00000256,SUCRALFAT 100ML,RAK4,7.0,SYR,2022
S0000026,SANMOL SYR,ETL3A,11.0,BOTOL,2022
S00000262,PAMPERS SENSI DRY PANT M,ETL5B,1.0,PCS,2022
S0000027,SANMOL TAB 500MG,ETL1,41.0,STRIP,2022
S0000029,SARIDON,ETL1,22.0,STRIP,2022
S0000030,SCABIMITE 10G,RAK3,4.0,TUBE,2022
S0000031,SCABIMITE 30G,RAK3,2.0,TUBE,2022
S0000032,SCOTT VITA 200 ML,ETL4,2.0,BOTOL,2022
S0000033,SCOTT VITA 400 ML,ETL4,1.0,BOTOL,2022
S0000035,SENSITIF TEST KEHAMILAN,ETL3B,4.0,PCS,2022
S0000036,SILADEX ATT,ETL3A,1.0,BOTOL,2022
S0000037,SILADEX CC 60ML (BIRU),ETL3A,3.0,BOTOL,2022
S0000038,SILADEX ME 60 ML(HIJAU),ETL3A,7.0,BOTOL,2022
S0000039,SIMVASTATIN 10MG,RAK2,32.0,STRIP,2022
S0000040,SIMVASTATIN 20MG,RAK2,14.0,STRIP,2022
S0000041,SPASMINAL,RAK1,60.0,TABLET,2022
S0000042,SRITI,ETL2,21.0,TUBE,2022
S0000043,STIMUNO SYR 60 ML,ETL3A,2.0,BOTOL,2022
S0000044,STOP COLD,ETL1,27.0,STRIP,2022
S0000045,STOP X,ETL2,1.0,TUBE,2022
S0000046,SUPER MAGIC,ETL3B,14.0,BOX,2022
S0000047,SUPERTETRA,RAK1,27.0,STRIP,2022
S0000048,SUTRA 3'S,ETL3B,14.0,AMPLOP,2022
S0000049,SUTRA OK 3'S,ETL3B,10.0,AMPLOP,2022
S0000054,STRIP GULA DARAH,MEJA,369.0,STRIP,2022
S0000055,STRIP KOLESTEROL,MEJA,108.0,STRIP,2022
S0000056,STRIP ASAM URAT,MEJA,220.0,STRIP,2022
S0000058,SAKATONIK LIVER TAB,ETL1,9.0,STRIP,2022
S0000060,SUPRAVIT BOTOL,ETL1,4.0,BOTOL,2022
S0000061,SUPERHOID SUPP,KULKAS,15.0,SUPP,2022
S0000062,SISMAX,ETL1,2.0,BOTOL,2022
S0000065,SALEP 2-4,ETL2,28.0,POT,2022
S0000066,SCABICID CR 10 GR,RAK3,1.0,TUBE,2022
S0000069,SALONPAS KOYO IJO 5X2,ETL2,17.0,SACHET,2022
S0000070,SUTRA CO'12,ETL3B,11.0,DUS,2022
S0000071,SENDOK TAKAR,LOKER,78.0,PCS,2022
S0000074,SOFFEL SPRAY 80ML JERUK,ETL2,2.0,BOTOL,2022
S0000075,SARI KURMA SAHARA,ETL2,5.0,BOTOL,2022
S0000078,SANMAG SUSP,ETL1,1.0,BOTOL,2022
S0000081,SUTRA OK'12,ETL3B,6.0,DUS,2022
S0000087,STIMUNO FORTE CAPSUL,ETL1,1.0,DUS,2022
S0000089,SIMVASTATIN 10MG DEXA,RAK2,9.0,BLISTER,2022
S0000090,SENSI POPOK DEWASA (L),ETL5B,1.0,PACK,2022
S0000095,SITRONELA 60ML,ETL2,3.0,BOTOL,2022
S0000100,SUPER MAGIC CASANOVA,ETL3B,7.0,BOX,2022
S0000102,SPUIT 3CC OM,LOKER,60.0,PCS,2022
S0000103,SPUIT 5CC,LOKER,31.0,PCS,2022
S0000107,SALICYL NELCO,ETL3B,5.0,BOTOL,2022
S0000108,SPUIT 1CC TERUMO,LOKER,118.0,PCS,2022
S0000116,SITRONELA 30ML,ETL2,5.0,BOTOL,2022
S0000119,SAKATONIK ABC ANTARIKSA,ETL4,5.0,BOTOL,2022
S0000121,SABUN PEPAYA,ETL5B,2.0,PCS,2022
S0000124,SUTRA CO '24,ETL3B,7.0,PCS,2022
S0000125,SERETIDE INHALER 50,RAK4,1.0,CAN,2022
S0000126,STIMUNO ANGGUR 100ML,ETL3A,1.0,BOTOL,2022
S0000128,SILADEX ME 30ML (HIJAU),ETL3A,3.0,BOTOL,2022
S0000129,SILEX SYR100ML,ETL3A,3.0,BOTOL,2022
S0000132,SARI KACANG IJO 250ML,SC,19.0,PCS,2022
S0000146,SPIRONOLACTON 25MG,RAK2,14.0,STRIP,2022
S0000147,SANBE TEARS 8ML,ETL2,1.0,BOTOL,2022
S0000148,SYNALTEN CR,RAK3,6.0,TUBE,2022
S0000149,SERETIDE INH 125,RAK4,1.0,CAN,2022
S0000151,SPUIT 10CC,LOKER,71.0,PCS,2022
S0000153,SELANG OKSIGEN,ETL4,1.0,PCS,2022
S0000155,SARI KURMA AL JAZIRA,ETL2,6.0,BOTOL,2022
S0000156,SALICYL CITO,ETL3B,7.0,BOTOL,2022
S0000163,SILADEX CC 100 ML (BIRU),ETL3A,3.0,BOTOL,2022
S0000165,SCOTT EMULTION ORI 200ML,ETL4,1.0,BOTOL,2022
S0000172,SANBE KIDS EMULSION,ETL4,1.0,BOTOL,2022
S0000173,SOLINFEC CR,ETL2,2.0,TUBE,2022
S0000176,SALICYL DRAGON,ETL3B,11.0,BOTOL,2022
S0000177,SENSODYNE FRESHMINT 100GR,ETL5B,1.0,TUBE,2022
S0000180,SARI KACANG IJO 150ML,SC,22.0,KOTAK,2022
S0000181,SELVIM,RAK1,9.0,STRIP,2022
S0000182,SP TROCHES MELON,ETL5B,4.0,BOX,2022
S0000183,SP TROCHES STRAWBERRY,ETL5B,7.0,BOX,2022
S0000190,SARI KURMA MADU PLUS ANGKAK,ETL1,2.0,BOTOL,2022
S0000193,SOLINFEC TAB,RAK1,8.0,STRIP,2022
S0000194,SCANDERMA PLUS CR 10G,RAK3,1.0,TUBE,2022
S0000196,SANMOL FORTE SYR 60ML,ETL3A,2.0,BOTOL,2022
S0000206,SANADRYL SYR,ETL3A,6.0,BOTOL,2022
S0000207,SAMQUINOR 500,RAK1,13.0,STRIP,2022
S0000208,SAN-B PLEX DROPS,ETL3A,2.0,BOTOL,2022
S0000211,SILDENAFIL CITRATE 50MG,RAK2,2.0,TABLET,2022
S0000212,STATURE METER,ETL3B,4.0,PCS,2022
S0000215,SKIZON CR 10GR,RAK3,4.0,TUBE,2022
S0000216,STREPSIL ORIGINAL (8),ETL2,12.0,SACHET,2022
S0000218,SELSUN BLUE,ETL5B,5.0,BOTOL,2022
S0000219,SELSUN DOUBLE IMPACT,ETL5B,5.0,BOTOL,2022
S0000224,STREPSILS COOL 8'S,ETL2,9.0,SACHET,2022
S0000225,SILADEX DMP 30ML,ETL3A,2.0,BOTOL,2022
S000023,SILADEX CC 30ML,ETL3A,12.0,BOTOL,2022
S0000230,SABUN SIRIH MANJAKANI+WHITENING 125ML,ETL5B,7.0,BOTOL,2022
S0000235,SILADEX ATT 30ML,ETL3A,10.0,BOTOL,2022
S0000238,SUTRA GERIGI 3'S,ETL3B,49.0,PCS,2022
S0000240,SUPERTIN TABLET,ETL1,16.0,AMPLOP,2022
S0000241,SELSUN DOUBLE IMPACT 100ML,ETL5B,2.0,BOTOL,2022
S0000242,SELSUN BLUE 120ML,ETL5B,3.0,BOTOL,2022
S0000243,SUTRA GERIGI 12'S,ETL2,9.0,PCS,2022
S0000244,SILADEX ATT 60ML,ETL3A,5.0,BOTOL,2022
S0000246,SARIAMAN GEL,ETL2,5.0,TUBE,2022
S0000252,SCOPMA PLUS,RAK1,10.0,STRIP,2022
S0000259,SPASMAL 4'S TAB,RAK1,15.0,STRIP,2022
S0000264,STERIONE SPRAY DESINFECTANT,ETL3B,1.0,BOTOL,2022
S0000266,SD COTTON BUD ANAK BTL,ETL5B,2.0,BOTOL,2022
S0000267,SD COTTON BUD ANAK REFIL,ETL5B,3.0,PACK,2022
S0000789,SAFE CARE STRONG,ETL2,28.0,BOTOL,2022
S0000790,SUTRA OK'24,ETL3B,11.0,DUS,2022
S0000792,SARI KURMA TROMBOSIT BESAR,ETL1,1.0,BOTOL,2022
S0000793,SARI KURMA TROMBOSIT KECIL,ETL1,5.0,BOTOL,2022
S0000797,SAMCOFENAC 50MG TAB,RAK1,14.0,STRIP,2022
S0000798,SD COTTON BUD DEWASA TABUNG,ETL5B,4.0,BOTOL,2022
S0000799,SD COTTON BUD DEWASA REFILL,ETL5B,4.0,BOTOL,2022
S000080,SARANG SEMUT SUPER,ETL1,5.0,BOTOL,2022
S0000806,SILADEX COUGH HERBAL 60ML,ETL3A,3.0,BOTOL,2022
S0000809,SANADRYL 120 CC,ETL3A,3.0,BOTOL,2022
S0000810,SUCRALFATE SUSP 100ML COMBHIPAR,RAK4,5.0,BOTOL,2022
S0000811,SANADRYL DMP SYR 60ML,ETL3A,10.0,BOTOL,2022
S0000812,SANADRYL DMP 120ML SYR,ETL3A,4.0,BOTOL,2022
S0000813,SANBE IVY SYR 60ML,ETL3A,1.0,BOTOL,2022
S0000815,SOLPENOX 500MG,RAK1,20.0,STRIP,2022
S0000816,SAMCOBION TAB,ETL1,10.0,STRIP,2022
S0000818,SUTRA LUBRICANT 50ML,ETL3B,3.0,BOTOL,2022
S0000820,SALONPAS EXTRA HOT,ETL2,20.0,SACHET,2022
S0000821,SARI KURMA PRIMA ORIGINAL,ETL5A,3.0,BOTOL,2022
S0000822,STANALIN SUSP 60ML,RAK4,3.0,BOTOL,2022
S0000823,SALGEN SKIN OINT 15GR,RAK3,3.0,TUBE,2022
S0000824,SILICONE BABY TEETHER YOUNG YOUNG,ETL5B,2.0,PCS,2022
S0000828,STAVIT TAB,ETL1,22.0,STRIP,2022
S0000829,SCOPMA TAB,RAK1,6.0,STRIP,2022
S0000830,SISTENOL KAPLET,RAK4,5.0,BOTOL,2022
S0000831,SAMOXIN 500MG KAPLET,RAK1,15.0,STRIP,2022
S0000832,SELESMOL TAB,ETL1,9.0,STRIP,2022
S0000833,SALONPAS PAIN RELIEF PATCH,ETL2,8.0,SACHET,2022
S0000834,SAFECARE REFRESHING OIL 30ML,ETL2,8.0,BOTOL,2022
S0000835,SUSU JAHE MERAH AMH SACHET,ETL2,21.0,SACHET,2022
S0000836,SELVIM 20MG,RAK1,5.0,STRIP,2022
S0000837,SALONPAS GEL PATCH 2'S,ETL2,2.0,PCS,2022
S0000838,SALONPAS LARGE 4'S,ETL2,1.0,PCS,2022
S0000839,SALONPAS JET SPRAY 60ML,ETL2,1.0,BOTOL,2022
S0000840,SALONPAS OBAT KUMUR 0.15% 60ML,ETL2,2.0,BOTOL,2022
S0000841,SUCRALFAT SUSP MEPRO,RAK4,3.0,BOTOL,2022
S0000842,SOFFELL KOREAN SUMMER 60G,ETL5A,3.0,BOTOL,2022
S0001,SEDARES,ETL1,5.0,STRIP,2022
S000102,SOLDEXTAM,RAK1,20.0,STRIP,2022
S000132,SCABIMITE LOTION,ETL2,2.0,BOTOL,2022
S000158,HANDSCOND NON STERIL,ETL3B,105.0,PCS,2022
S000168,I SLIM ALL VARIAN,ETL5A,4.0,BOX,2022
S000195,SCAMETRIN 30GR,RAK3,1.0,TUBE,2022
S000206,SUCRALFAT TAB 500MG,RAK2,8.0,STRIP,2022
S000243,SELSUN GOLD 60ML,ETL5B,2.0,BOTOL,2022
S00199,SGM ISOPRO SOY EKSPLOR HONEY 400GR,ETL3B,2.0,BOX,2022
S00200,SGM ISOPRO SOY ANANDA 0-6 200GR,ETL3B,3.0,BOX,2022
SAMCO,SAMCONAL TAB,ETL1,20.0,STRIP,2022
T0000001,TAWON DD,ETL2,4.0,BOTOL,2022
T0000002,TAWON EE,ETL2,2.0,BOTOL,2022
T0000003,TAY PIN SAN,ETL1,35.0,SACHET,2022
T0000004,TEOSAL,RAK1,370.0,TABLET,2022
